0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	-1
63	-1
64	-1
65	-1
66	-1
67	-1
68	-2
69	-2
70	-2
71	-2
72	-2
73	-3
74	-3
75	-3
76	-2
77	-2
78	-2
79	-2
80	-2
81	-2
82	-2
83	-2
84	-2
85	-2
86	-2
87	-2
88	-2
89	-2
90	-2
91	-2
92	-2
93	-2
94	-2
95	-2
96	-2
97	-2
98	-2
99	-2
100	-2
101	-2
102	-2
103	-2
104	-2
105	-2
106	-2
107	-2
108	-2
109	-2
110	-2
111	-2
112	-2
113	-2
114	-2
115	-2
116	-2
117	-2
118	-2
119	-2
120	-2
121	-2
122	-2
123	-2
124	-2
125	-1
126	-1
127	-1
128	-1
129	-1
130	-1
131	-1
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	1
143	1
144	1
145	1
146	2
147	2
148	2
149	2
150	2
151	2
152	3
153	3
154	4
155	4
156	4
157	4
158	5
159	5
160	5
161	5
162	5
163	5
164	5
165	5
166	5
167	6
168	6
169	6
170	6
171	6
172	6
173	6
174	6
175	6
176	6
177	6
178	6
179	6
180	6
181	6
182	7
183	8
184	8
185	8
186	8
187	8
188	9
189	9
190	9
191	9
192	10
193	10
194	11
195	11
196	11
197	11
198	11
199	11
200	11
201	12
202	12
203	12
204	12
205	13
206	13
207	13
208	13
209	13
210	13
211	13
212	14
213	14
214	14
215	15
216	15
217	15
218	16
219	16
220	16
221	16
222	16
223	16
224	16
225	16
226	16
227	16
228	16
229	16
230	16
231	16
232	16
233	16
234	16
235	16
236	16
237	16
238	16
239	16
240	16
241	16
242	16
243	15
244	15
245	15
246	15
247	14
248	14
249	14
250	14
251	14
252	13
253	13
254	13
255	12
256	12
257	13
258	13
259	13
260	13
261	13
262	13
263	13
264	13
265	14
266	14
267	14
268	14
269	14
270	14
271	14
272	14
273	14
274	14
275	14
276	15
277	15
278	15
279	15
280	15
281	15
282	15
283	15
284	15
285	15
286	16
287	16
288	16
289	16
290	15
291	15
292	15
293	15
294	15
295	15
296	15
297	15
298	15
299	15
300	15
301	15
302	15
303	15
304	15
305	15
306	15
307	16
308	16
309	16
310	16
311	16
312	16
313	16
314	16
315	16
316	16
317	16
318	16
319	16
320	16
321	16
322	15
323	15
324	15
325	16
326	16
327	16
328	16
329	16
330	16
331	16
332	17
333	17
334	17
335	17
336	17
337	17
338	17
339	17
340	17
341	17
342	17
343	17
344	17
345	17
346	17
347	16
348	16
349	16
350	17
351	16
352	16
353	16
354	16
355	16
356	16
357	17
358	17
359	17
360	17
361	17
362	17
363	17
364	17
365	17
366	17
367	17
368	18
369	18
370	18
371	18
372	18
373	19
374	19
375	18
376	18
377	19
378	19
379	19
380	19
381	19
382	19
383	19
384	19
385	19
386	19
387	19
388	19
389	19
390	19
391	20
392	20
393	20
394	20
395	20
396	20
397	20
398	20
399	20
400	20
401	20
402	20
403	20
404	20
405	20
406	20
407	19
408	19
409	19
410	19
411	19
412	19
413	19
414	19
415	19
416	19
417	19
418	19
419	19
420	19
421	19
422	19
423	19
424	19
425	19
426	19
427	20
428	20
429	20
430	20
431	20
432	20
433	20
434	20
435	21
436	21
437	21
438	21
439	21
440	21
441	21
442	21
443	21
444	21
445	22
446	22
447	22
448	22
449	22
450	22
451	22
452	23
453	23
454	23
455	24
456	24
457	24
458	24
459	24
460	24
461	24
462	24
463	24
464	24
465	24
466	25
467	25
468	25
469	25
470	25
471	25
472	25
473	24
474	24
475	24
476	24
477	24
478	23
479	22
480	23
481	23
482	23
483	23
484	23
485	22
486	22
487	22
488	22
489	23
490	24
491	24
492	25
493	25
494	25
495	26
496	26
497	26
498	26
499	26
500	26
501	26
502	26
503	26
504	27
505	27
506	27
507	27
508	27
509	27
510	27
511	27
512	27
513	27
514	27
515	28
